bin_left,bin_right,bin_center,probability
-0.781,1.0652727272727271,0.14213636363636356,0.035525805448833374
1.0652727272727271,2.9115454545454544,1.9884090909090908,0.026005637354476346
2.9115454545454544,4.757818181818182,3.834681818181818,0.014858385985811028
4.757818181818182,6.6040909090909095,5.680954545454545,0.022481444219910728
6.6040909090909095,8.450363636363635,7.527227272727272,0.04298269347619524
8.450363636363635,10.296636363636363,9.3735,0.06675195679832437
10.296636363636363,12.142909090909091,11.219772727272726,0.07212479348284877
12.142909090909091,13.989181818181818,13.066045454545455,0.05955817159829756
13.989181818181818,15.835454545454544,14.912318181818181,0.04144561906386993
15.835454545454544,17.681727272727272,16.75859090909091,0.02608179869923119
17.681727272727272,19.528000000000002,18.60486363636364,0.0164231554325926
19.528000000000002,21.37427272727273,20.451136363636365,0.01075952088627696
21.37427272727273,23.220545454545455,22.297409090909092,0.008225425233524472
23.220545454545455,25.066818181818185,24.14368181818182,0.00713147137250016
25.066818181818185,26.91309090909091,25.989954545454548,0.00589211858058024
26.91309090909091,28.759363636363638,27.836227272727275,0.004888173581538953
28.759363636363638,30.605636363636364,29.6825,0.004424281754395739
30.605636363636364,32.45190909090909,31.528772727272727,0.004119636375376314
32.45190909090909,34.29818181818182,33.37504545454546,0.003634973272390865
34.29818181818182,36.14445454545454,35.22131818181818,0.0035657356862500867
36.14445454545454,37.99072727272728,37.06759090909091,0.003143386410791326
37.99072727272728,39.837,38.913863636363644,0.0027348846525607463
39.837,41.68327272727273,40.76013636363636,0.002991063721281626
41.68327272727273,43.529545454545456,42.6064090909091,0.002610256997507345
43.529545454545456,45.37581818181818,44.452681818181816,0.002568714445822878
45.37581818181818,47.22209090909091,46.29895454545455,0.002471781825225788
47.22209090909091,49.068363636363635,48.14522727272727,0.0022779165840316087
49.068363636363635,50.91463636363637,49.9915,0.0018694148258010092
50.91463636363637,52.760909090909095,51.837772727272736,0.0020978988600655847
52.760909090909095,54.60718181818182,53.684045454545455,0.0018763385844150942
54.60718181818182,56.45345454545455,55.53031818181819,0.0016409307915364474
56.45345454545455,58.299727272727274,57.37659090909091,0.0016755495846068368
58.299727272727274,60.146,59.22286363636364,0.0015301506537112022
60.146,61.99227272727273,61.06913636363636,0.0013570566883592562
61.99227272727273,63.83854545454546,62.915409090909094,0.0013778279642014844
63.83854545454546,65.68481818181817,64.76168181818181,0.0014539893089563572
65.68481818181817,67.5310909090909,66.60795454545453,0.0012047339988495393
67.5310909090909,69.37736363636363,68.45422727272727,0.0012185815160777043
69.37736363636363,71.22363636363636,70.3005,0.0010939538610242941
71.22363636363636,73.06990909090908,72.14677272727272,0.001177038964393237
73.06990909090908,74.91618181818181,73.99304545454544,0.0008723935853738042
74.91618181818181,76.76245454545455,75.83931818181819,0.0010524113093398272
76.76245454545455,78.60872727272726,77.6855909090909,0.0009554786887427454
78.60872727272726,80.455,79.53186363636362,0.001024716274883516
80.455,82.30127272727272,81.37813636363636,0.0008931648612160447
82.30127272727272,84.14754545454545,83.22440909090909,0.0009347074129005046
84.14754545454545,85.99381818181817,85.07068181818181,0.0008862411026019667
85.99381818181817,87.8400909090909,86.91695454545453,0.0007616134475485593
87.8400909090909,89.68636363636364,88.76322727272728,0.0007616134475485593
89.68636363636364,91.53263636363636,90.6095,0.0009139361370582781
91.53263636363636,93.37890909090909,92.45577272727272,0.0006577570683373921
93.37890909090909,95.22518181818181,94.30204545454545,0.0006785283441796307
95.22518181818181,97.07145454545454,96.14831818181818,0.0006023669994247696
97.07145454545454,98.91772727272726,97.9945909090909,0.0005746719649684628
98.91772727272726,100.764,99.84086363636362,0.0007062233786359368
100.764,102.61027272727273,101.68713636363637,0.0006231382752670031
102.61027272727273,104.45654545454545,103.53340909090909,0.0006854521027937086
104.45654545454545,106.30281818181818,105.37968181818181,0.0005469769305121471
106.30281818181818,108.1490909090909,107.22595454545454,0.0004985106202136062
108.1490909090909,109.99536363636363,109.07222727272728,0.0006300620338810808
109.99536363636363,111.84163636363635,110.9185,0.0004985106202136062
111.84163636363635,113.68790909090909,112.76477272727271,0.00041542551684466865
113.68790909090909,115.5341818181818,114.61104545454545,0.00038080672377428256
115.5341818181818,117.38045454545454,116.45731818181818,0.0004361967926869021
117.38045454545454,119.22672727272727,118.3035909090909,0.00037388296516020184
119.22672727272727,121.073,120.14986363636363,0.00040157799961651616
121.073,122.91927272727273,121.99613636363637,0.00040157799961651307
122.91927272727273,124.76554545454545,123.84240909090909,0.00038773048238836046
124.76554545454545,126.61181818181818,125.6886818181818,0.0002977216204053459
126.61181818181818,128.4580909090909,127.53495454545455,0.000256179068720879
128.4580909090909,130.30436363636363,129.38122727272727,0.00025617906872088097
130.30436363636363,132.15063636363635,131.2275,0.00038773048238836046
132.15063636363635,133.9969090909091,133.07377272727274,0.000228484034264566
133.9969090909091,135.84318181818182,134.92004545454546,0.00018694148258010236
135.84318181818182,137.68945454545454,136.76631818181818,0.00033926417208981536
137.68945454545454,139.53572727272726,138.6125909090909,0.00026310282733495887
139.53572727272726,141.382,140.45886363636362,0.00022156027565048826
141.382,143.22827272727272,142.30513636363636,0.00020771275842233593
143.22827272727272,145.07454545454544,144.15140909090908,0.00020771275842233593
145.07454545454544,146.92081818181816,145.9976818181818,0.0001384751722815573
146.92081818181816,148.7670909090909,147.84395454545455,0.00019386524119417722
148.7670909090909,150.61336363636363,149.69022727272727,0.00014539893089563516
150.61336363636363,152.45963636363635,151.5365,0.00013155141366747944
152.45963636363635,154.3059090909091,153.3827727272727,0.00014539893089563294
154.3059090909091,156.15218181818182,155.22904545454546,0.0002146365170364138
156.15218181818182,157.99845454545454,157.07531818181818,0.00016617020673786876
157.99845454545454,159.84472727272725,158.9215909090909,9.693262059709012e-05
159.84472727272725,161.691,160.76786363636364,0.00014539893089563294
161.691,163.53727272727272,162.61413636363636,9.693262059709012e-05
163.53727272727272,165.38354545454544,164.46040909090908,6.923758614077866e-05
165.38354545454544,167.2298181818182,166.3066818181818,9.000886198301084e-05
167.2298181818182,169.0760909090909,168.15295454545455,9.693262059709012e-05
169.0760909090909,170.92236363636363,169.99922727272727,8.308510336893438e-05
170.92236363636363,172.76863636363635,171.8455,0.00011078013782524584
172.76863636363635,174.6149090909091,173.69177272727273,9.693262059708861e-05
174.6149090909091,176.4611818181818,175.53804545454545,9.000886198301224e-05
176.4611818181818,178.30745454545453,177.38431818181817,2.769503445631146e-05
178.30745454545453,180.15372727272728,179.2305909090909,7.616134475485534e-05
180.15372727272728,182.0,181.07686363636364,0.00275565592840299
